,reviewText,reviewDate,reviewStar,reviewCity,reviewWebsite
125,"I have MG Hector diesel top-end variants. The car has a good level of comfort. However, it comes with a touch screen of 10 inch which feels good. The car comes with sunroof which gives it a luxury look. According to safety, it comes with 6 airbags, ABS, EBD, all-disc brakes, 360° camera, front parking sensors and many more. Overall I would like to give it 5 / 5 ratings.","Oct 09, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/car-gives-good-level-of-comfort-89562.htm
126,"I like the front grill of MG Hector especially the DRLS alongwith the indicators. When I sat inside the hector it felt wow because the interior looks like you are sitting in a living room with a 10 inches display along with a navigation and GPRS. Voice command is also very great. I love the front of the car but at the back, it looks like an Audi as it has been given an Audi like finish. The second row is very spacious and it feels very airy due to its panoramic sunroof and its large windows can never make a person claustrophobic. It gives a tough comparison to Ford Endeavour and Toyota Fortuner. I hope that by early 2020 MG Hector 7-seater will be released and also the BS6 complain will also be launched. It's fun to drive the car. I am very happy to have one car if MG Hector.","Oct 09, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/worth-buying-89392.htm
127,"MG Hector is best in terms of space and it gets a tesla type touchscreen which is absolutely great. Its feature distribution is good in all its variant or its engine is good you can buy it if you want space in your car. But if you want features then you will go for seltos, it gets all led lights and best in bad roads.","Oct 14, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/spacious-car-90417.htm
128,"MG Hector is one of the best experience of driving this car. And especially in today's world where people are just in connection with one touch. This MG car is also now a smart car where people are smart with phones and many more. Well, it's one of the best launch for India to launch MG Hector. Drive your experience and now get a smart car.","Oct 09, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/mind-blowing-car-89517.htm
129,"MG Hector is the best combination for good looks, design and at a minimum prices ranges. This car have all the features which the imported car posses. It is a really good car at that budget.","Oct 05, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-desgined-car-88793.htm
130,"I don't really know about the performance of MG Hector and other ratings of this car but if you talk about the looks.. perfection.. its beauty is its LED headlights and taillights. Its slim body gives a very VIP look. It's gorgeous in every way, although its width is a little bit weird but the cuttings and edges are so perfect that it just covers the width problem. It's interior, my goodness can't explain it in words. So beautifully arranged.. furnished and polished. Buttons and A/C systems.. all perfect. Although the seats are a little bit uncomfortable for a tall person it can be managed.. It depends upon the people's adjusting. I ve heard so far that engine is even good.. in every single way excluding mileage but the acceleration and the adrenaline just couldnt be better.","Oct 02, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/good-looks-88041.htm
131,Wow-what an experience I just purchased an MG Hector sharp mt it was an excellent experience giving a mileage of 18 and pickup of the car is very nice and the internal feature of the car is just wow easy to use and the car is giving the best luxury look which is plus point is that the car is very nice and this car is not much expensive and I will suggest to everyone to buy this car and have some great experience of luxury SUV,"Sep 27, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/love-this-car-87226.htm
132,We Indians love SUV. MG Hector is one such product that feels strong and sturdy and huge like an SUV but drives like a car. Not an offroader at all but has a butch and strong on-road appeal like an SUV. Then with all those gizmos and airy cabin its just sheer pleasure to drive this beauty. And that ample boot space which could just help you out to move to your new house in a jiffy. Its a great car for the price point Would have been happier if they had an option for bigger wheels.,"Sep 27, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-trojan-hero-87195.htm
133,Best in class. MG Hector is far better from other SUV in this segment. It's very comfortable and doesn't make us tired at all. Went from Hyderabad to Tirupati a 14 hours drive was far comfortable with the family . I wanna rate it above 5 stars but no prob 5/5 is what it deserves. The MG Hector will rule the roads once all cars are out and people will go Gaga for it.,"Sep 26, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/a-must-car-for-suv-lovers-87086.htm
134,The MG Hector looks good and is tempting to buy as it offers a lot of great features at a significantly low price but the car has a severe problem which consumers may not come across very soon but some or the other day they may face many problems. The car's clutch plates are burning off.,"Sep 25, 2019",1,NA,https://www.cardekho.com/user-review/mg-hector/worst-product-86774.htm
135,"MG Hector is a good and powerful vehicle.As it has a powerful engine with great cc and power in a less amount of money. Just a remaining thing is an automatic variant, which is really needed.","Sep 28, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/powerful-car-87294.htm
136,Took a test drive of MG Hector. The driving experience was ok. Actual AC controller is what a customer likes because voice command is not upto the mark. Camera clarity was awful. Seemed like a gimmick. Comfort level was good. But this car comes with offers which Indian customer loves. ,"Sep 25, 2019",3,NA,https://www.cardekho.com/user-review/mg-hector/a-new-generation-xuv-86818.htm
137,MG Hector is an excellent car nice power and great comfort and just perfect for everything and the price is too reasonable.,"Oct 04, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-car-of-the-year-88560.htm
138,"MG Hector is a very high technology car, And I love it and this car price is also less as compared to its feature and this car is having nice ground clearance and this car is fabulous.","Sep 29, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/very-good-car-87504.htm
139,"MG Hector is a brilliant car. MG Hector also knew as internet car is a car with a lot of features as well a big size than Kia seltos. Hector is a good family car according to me. So if anyone wants to buy a good family car, then MG hector is the best choice. ","Sep 29, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/awesome-car-87501.htm
140,"Bought MG Hector over compass because of its specifications,within my price range & it offers the same power as a compass. Cons -(small tyres, the suspension on the soft side so there is lack of high-speed stability) Pros -(looks, connectivity, steering setup it feels like driving a small car, huge moonroof ) fiat Multijet engine with good mid-range kick and sufficient mileage. Overall performance is great for debut year they came with a perfect price range and hence it's a bonus for us to own this human thing.","Sep 23, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/partner-for-enthusiasm-86500.htm
141,"I got my MG Hector Diesel Sharp on 1st August 2019 and I have driven for 2000 km. Overall car is great it has good road presence, pickup Is good, the turbo kicks in around 1500 rpm. I haven't experienced body roll as I have not cut any sharp corners yet. The screen is a bit slow. They need to improve the response time of the screen, also still waiting for the apple carplay update for the hector. In the city, it is giving a mileage of around 12-13 km/L and on the highway around 16-17 km/L. The sound system is great. Steering quality is not up to the mark, planning to get leather cover over it. Overall it's a good buy.","Sep 22, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/great-car-not-perfect-86239.htm
142,"MG Hector is an amazing car which is loaded with full of features. The car has awesome looks, DCT(dual-clutch transmission) is very smooth. This car has amazing safety features and strong built quality. The only drawback is its mileage, it is giving 7-8 in city and 11-12 on highways.","Sep 24, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/amazing-car-with-strong-built-quality-86623.htm
143,"MG Hector is one of the best Vehicle, riding this vehicle made me feel of need for speed Most wanted. The big console makes riding more comfortable and convenient. That ""Hello MG"" feature just took up my heart. One from Starting to end, that touch panel, console, and each thing is worth buying. It's like Gem in a budget range.","Sep 24, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/need-for-speed-86578.htm
144,MG Hector is the best selling car as it has reached about 21 thousand bookings in India and is India's first internet car. This is my favourite car as it consists of my favourite features like a sunroof and responds to my speaking. It is good as it has options of petrol and diesel and gives better mileage. It has a big boot space and is my favourite car in India.,"Sep 24, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-car-of-india-86553.htm
145,M.G. had recently entered the Indian markets and became the most popular company in less time. The features are given in the MG Hector are the best features than any other cars according to price and type. It is having bold look and also having the sporty interiors. The concept of the panoramic sunroof is good and having the biggest touchscreen.,"Sep 23, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/most-attractive-car-in-market-86343.htm
146,"The design is awesome for MG Hector.This car comes with a panoramic sunroof which gives a feel as if you are sitting in a premium SUV. The internet, voice commands, and the 10inch touch screen are too good.","Sep 23, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/luxury-car-of-the-year-86320.htm
147,"MG Hector is a Premium Car. The finish, the performance all look top-notch. It has Revolutionized the future car concept and has set a benchmark of how cars should be. At a great price, one shares great Specifications. ","Sep 24, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/car-of-the-year-86673.htm
148,"Drove the MG Hector one whole day. In traffic, highway and mud road. Great performance and smooth ride. Amazing features. Fully voice controlled. Even the windows. I was awestruck. The 10.1-inch touchscreen adds to the premium feel. The panoramic sunroof in the top version gives you a feel of riding a convertible. In short, worth every penny.","Sep 21, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/worth-every-penny-86092.htm
149,"It is the first car of MG in India. It has internet facility and has comfortable seats with very good pickup. The average is good, the engine is very high.","Sep 21, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/first-car-of-mg-in-india-86145.htm
150,"MG Hector is a Revolution of the Indian car market true Combination of technology and Performance. I like the way car has been responds your Commands. This is truly impressive, I must say that is the Winner of the Segment. Everything got perfect exterior and interior both look good, especially interior good quality of material Used by MG. I must say it's a Classy Product of Indian car market.","Sep 18, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/truly-impressive-85616.htm
151,Very big car and a stereo-like tab. It has better efficiency. Drive good on offroad also. 6-seater car for every person. Good protection facilities. Only one car but very good. It has an affordable price. Very spacious car. Good experience.,"Sep 20, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/my-favourite-car-mg-hector-85904.htm
152,The MG Hector is the best car I have ever viewed with so much features premium body and a luxurious look from inside and outside and a comfortable and safe drive. It feels like sleeping on a bed when traveling while going for long distances.,"Sep 19, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/car-to-be-appreciated-85831.htm
153,"Good and comfortable SUV in the segment, first panoramic sunroof in so low budget in SUV segment & awesome feeling in cabin & awesome sound system with amplifier woofer & speakers sound quality is good in this segment & boot space is also good with automatic hydraulic back gate closure and silent cabin also.","Sep 19, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/awesome-comfort-and-features-85819.htm
154,MG (Morris Garage) It is the first-ever model for MG Hector in India and is a connected SUV. This SUV is the most featured then Indian selling SUV's. Hector is loaded with full voice control. MG brought new technology and feature like important luxurious car in cheaper to the Indian market. Its well developed the first SUV in India. MG will beat other its range SUV in the Indian Auto market.,"Sep 14, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-best-featured-and-specified-suv-84766.htm
155,"Yes, I was the first to buy MG Hector in Coimbatore. it is a superb car with all the technology. It has an awesome voice control and it is also full safety features with all around airbags and it has a massive boot space. Usually German is good at technology but MG Hector has the best tech in the world best it has 5g support with wifi and it is a connected car which we can be lock and unlock and start with your smartphone itself. It has a good stability of wheels. ","Sep 20, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/awesome-technology-in-indian-market-85977.htm
156,MG Hector is the best car for common people and this is the most affordable car with all features and beautiful customer satisfaction this is the car where most of the customers will be able to take it and get best customer experience for the long ride. Happy to see that it's available in our Hyderabad and in India too.,"Sep 16, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/excellent-car-85139.htm
157,MG Hector is the first car I had ever seen to talk like a human being. We wish we could accept more better from MG in future. This car made my day when I went for a ride with my brother. Since it is not a Premium car but it makes us feel more than premium.,"Sep 17, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/each-and-every-part-looks-like-of-premium-quality-85411.htm
158,MG Hector is a supercar with good looks. It has sunroof and voice control feature is the best.,"Sep 16, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/car-which-has-voice-command-feature-85342.htm
159,"MG Hector : Just today came back from 1200 mns test drive of My MG Hector Sharp Diesel from 07 to 09 Sep 19. Driving comfort, Powerful climate control, music system, suspension, space, headlamps are really worth to own this vehicle but less wheelbase, lack of 4x4, lack of sub look are the drawbacks. Fuel consumption is ok but not matching with companies claimed one.","Sep 10, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/test-drive-report-84087.htm
160,MG Hector is an awesome car with high technical specification and in this segment. Especially the style of its infotainment screen and its sunroof.,"Sep 14, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/superb-car-in-the-segment-84739.htm
161,Had a test drive of MG Hector.the car feels solid overall. The music system is amazing. It feels like a car from a segment above.car has a spectacular road presence and styling. It is the best value for money car in India cirrently.,"Sep 14, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-value-for-money-car-84700.htm
162,MG Hector is really nice. It gives us a very good comfort. On-road MG Hector drives very smoothly and this the best internet car for the car lovers. The boot space is too large in this car and the music system is too good. The air conditioner of this car is too good. I loved this I recommended you to purchase this car.,"Sep 09, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-suv-car-in-india-83646.htm
163,"MG Hector is the best Suv To Buy With More Features. Pick up of the vehicle is excellent, Comfort of the vehicle is superb. Overall performance of vehicle is awesome. Mileage is better as compared to other Suv. After-sales service is awesome as they have given me was excellent as they answered for my doubts after the delivery. Engine Performance of the vehicle is excellent","Sep 08, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-internet-car-83429.htm
164,"MG Hector is sensational in all respect, looks , interiors, exterior, handling, driving. Simple superb I have personally experienced it since last 20 days of my delivery. No second thought Keep negative rumors apart. Worthy buy.","Sep 08, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/superb-car-83407.htm
165,"MG Hector is the best-in-class car,terrible beat the competition and market of other cars like Creta and others, Luv this car, awesome performance, first in class tesla screen, which is wonderful, internet inside is the best feature I like the most,this is the wonderful car, with amazing performance, I want to buy this car in future.","Sep 07, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/muscular-car-83273.htm
166,MG Hector is a very hi-tech car according to its price range. Future technology has been used. Very good looking car with nice comfort hope to see something more from MG. It's very important to bring new technology at cheaper in India which MG has been successful in doing with its first car and best of luck to mg for its future upcoming car.,"Sep 06, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/new-begning-83171.htm
167,"MG Hector is an amazing car specially with its features, it has been launched in very aggressive pricing. No car can beat it. It is a very long and wide car with unbelievable boot space of 587 liters. And it comes with the latest safety features like TCS, ESP which is amazing. As well as it is Internet connected car so it's safety is improved like in accidental condition it calls to emergency service automatically.","Sep 05, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/new-generation-car-83036.htm
168,"MG Hector: under thai support is not good on rear seats but the legroom is awesome, the car is comfortable on long distances.","Sep 12, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/rear-seat-is-not-comfortable-84449.htm
169,"MG Hector is an amazing car specially with its features, it has been launched in very aggressive pricing. No car can beat it. It is a very long and wide car with unbelievable boot space of 587 liters. And it comes with the latest safety features like TCS, ESP which is amazing. As well as it is Internet connected car so it's safety is improved like in accidental condition it calls to emergency service automatically.","Aug 30, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/mind-blowing-car-82140.htm
170,"MG Hector is a full package of good looks, status, and technology. Which is delivering more performance. I am passionate about MG Hector. I think this is a better investment because MG Hector will not lose much value as compared to others. MG Hector has more gadgets which help to avoid accidents. Seats of the car are pretty comfortable.","Sep 02, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/my-dream-car-82631.htm
171,MG Hector is the best car to buy in the budget of 25 lacs. Saturated with features and looks. An ultimate to JEEP COMPASS and TATA HARRIER. A pure luxury car with interiors much similar to that of MERCEDES. The most sensational panoramic sunroof has got automatic folding and unfolding cover of the glass. I would prefer this car for all the bearers.,"Sep 04, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/car-of-the-year-82921.htm
172,MG Hector when did advertisement from then only the car looked way to big and as its name its the human thing like everything can be controlled just by speaking the things like hello mg please open the sunroof and sunroof gets opened and also the car offers many other services and features that are basically the best thing in this price range overall the thing is that you can buy luxury feel in this price range.,"Aug 31, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/good-car-82259.htm
173,MG Hector is the best car in the segment. The car has good design and loaded with great features. It is a king on the road.,"Sep 03, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-king-of-road-82746.htm
174,MG Hector is a very comfortable vehicle and value for money. ,"Sep 05, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-82975.htm
175,"MG Hector is Value for money car. It has excellent features.  It has electronically adjustable Front sensors, rear sensors, Front camera, rear camera.","Sep 04, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/value-for-money-82864.htm
176,"Such a futuristic car MG Hector is like you can control your car with just your voice like""MG OPEN THE SUNROOF"" and the sunroof will get opened. Wow, I just love it.","Sep 03, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/good-car-82634.htm
177,MG Hector is a very nice and budget car for many people. The specs and features the company is providing are very good.,"Sep 01, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/nice-car-82415.htm
178,MG Hector is awesome car and it has the best features. Its road presence is too good and it has good safety standards.,"Aug 31, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/must-buy-vehicle-82168.htm
179,"MG Hector is a car came in the market which can bring down other cars to shame. Yes, this car brings something very awesome with itself. The bold grill with a large MG badging is just like icing on the cake. The massive sunroof ?? oh gosh it's a piece of art. Dual exhaust and the chrome treatment looks stunning. Of course, how can I forget the tesla inspired 10.4 or 10.5-inch touchscreen display. Comes with great features. And 1 thing I would like to add is for me MG stands for (MY GAADI) HECTOR. ??","Aug 28, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/piece-of-perfection-81697.htm
180," I am the biggest fan of MG Hector. Ok, now I will give you the proper review of this car. First, we have to go through the specifications (which mainly I liked ) *1956 cc engine *168 bhp *50+ connected features *25+ std safety features This is the specifications personally I liked more. Now we have to talk about, Pros :  *Design, *Full led lights, *Big infotainment system, *Boot space. Realy apart from these there are lots of good things are there Now I noticed some minor Cons :  *Quality of interior, *I think it may feel some uncomfortable for 6 feet person to site in the back seat. Other than this the MG Hector is awesome. The price and all other is super in this car . But one biggest question is arising in my mind, what about services and car accessories where we get this all. I think the price of the accessories of this is quite high because they have to import it from there country.","Aug 27, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-beast-81613.htm
181,MG Hector is super and features are superb specialist features are very good and this car made with human technology. It's India's first human technology car under 20lakhs and comfort of this car also very good and panoramic sunroof is very long and I can't ever see such a car with that excellent features I wish to buy this car for all.,"Aug 26, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/super-car-81307.htm
182,MG Hector is a nice car and gives a superb performance. It has a powerful engine and a super pick up.,"Aug 30, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/super-car-82095.htm
183,MG Hector is a fantastic car. It has voice control and it gives super driving experience.,"Aug 30, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/car-of-the-year-82072.htm
184,MG Hector is a nice car with comfortable seats. New generation people will like this car for sure. Very good car in its segment as compared to Creta and Seltos.,"Aug 28, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/super-car-81712.htm
185,MG Hector is a great car very comfortable and has power in the engine. Actually worth of money 17lakhs for all those features is a go for me.,"Aug 28, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/worth-of-money-81631.htm
186,"One of the best cars in today's generation, speechless features, ultimate look, excellent in speed and pick up, nice infrastructure, average, and mileage are quite good.","Aug 26, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/great-features-81390.htm
187,"It would be best if you name it as a china toy car. It has many problems, please no one buy the car and waste your money. The clutch plates will get burnt if you drive for more time in traffic, for diesel, there are fuel pump problems, All the parts are exported from China.","Aug 25, 2019",1,NA,https://www.cardekho.com/user-review/mg-hector/worst-car-81217.htm
188,"Car and its features are superb, this car made with human technology and it's India's first human technology car under 20 lakhs and comfort of this car also very good. The panaromic sunroof is very long.","Aug 25, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/superb-car-with-human-technology-81084.htm
189,"Actually just I am giving 5 ? to MG Hector because it actually deserves this. According to the asking price, this car is just awesome. Car is having internet and it is good looking thus States the car that it is one of the best cars of 2019. If MG will give this type of car in the future then surely the company will touch the sky and for this company, the sky is also not the limit.","Aug 24, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/awesome-good-80816.htm
190,"MG Hector is an outstanding car as the car is offering almost everything like sunroof, speaker system, 10 inches touch screen infotainment system. The car has excellent interiors and exteriors. The car has some disadvantages as well, like small tyres and turbo lag. Otherwise, the car is excellent at a good price range.","Aug 23, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/loved-it-the-most-80670.htm
191,MG Hector - Front grill helps this car to get an amazing road presence. Customize the interior of your car from mg as the Black interior is boring. The infotainment system is average but not best. Hector has awesome build quality. If you want to get a good buy in this segment you should go for hector. Mg hector is far better than Hyundai Creta.,"Aug 24, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/a-good-package-mg-hector-80876.htm
192,"MG hector is totally amazing car, both look vise and feature vise. It has a voice command feature which is unique in its segment. secondly, MG hector does not have a hump in the legroom of rear seats. It also has the largest boot as compared to its rivals. Its more spacious and quality of material used in making the dashboard is really awesome.","Aug 24, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/mindblowing-car-80867.htm
193,MG Hector is a good car. Done something different from others. Value for money car. Best ever features. The best thing it's infotainment system. It's front grill and headlamps gives it a different and gorgeous look. Its seating comfort is also best in class. A perfect five-seater car. Alloys also give it an enhanced look. The built quality is also up to the mark.,"Aug 23, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-car-80731.htm
194,MG Hector is an eyecatcher. We got MG on 9th of July. since days we are on top of cloud 9. its super amazing car with all luxury comfort style smartness n most imp internet-connected car.,"Aug 23, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/classy-like-a-boss-80725.htm
195,MG Hector is the best car I have ever seen in my life. It is a voice control car. And it is at the lowest price is only 12 lakhs. And it looks very shiny and it has a sunroof. The sunroof makes us being the best view of nature. It has an awesome and stylish body. It also talks to us. ,"Aug 23, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/it-is-a-human-thing-morris-garages-hector-80636.htm
196,"MG Hector is an Amazing car, have no words but I can only say that from a bit time ago it becomes my dream car and I recently purchased it by knowing features, photos and dealers contact around me with the help of #CARDEKHO, Thanks, cardekho team, and great app keep helping people and fulfilling people's dream.","Aug 24, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/good-car-80895.htm
197,MG Hector is good for its internetwork but all people say that it is a Chinese company.,"Aug 24, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/internet-car-80881.htm
198,"It is a human thing and has so many good features. It is a fully automatic car like we say that ""Hello MG, Please open sunroof, Please play my favorite song, Please turn on AC"" and it responds so well. ","Aug 23, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/fully-automatic-car-80635.htm
199, MG Hector is a good car but Kia has beaten it at price. No doubt features are endless the reflector beam at the back spoils the look. Though the handling is good and its voice control is a bit laggy. Interior is good but could be better. Exterior needs to be better. The engine is solid and the pickup is great mood work by MG for roads in India. Hope the best for you team mg India!,"Aug 22, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/best-but-could-be-better-80354.htm
200,"MG Hector cant be the segment leader just because of low price and this car is not offering things up to the mark, as the car is offering low quality at low price and this is very disappointing. Either u raise ur standard quality and charge more money or must stop selling this cheap product.","Aug 22, 2019",1,NA,https://www.cardekho.com/user-review/mg-hector/cheap-quality-80365.htm
201,"Actually, just I am giving 5 ? to MG Hector because it actually deserves this. According to the asking price, this car is just awesome. Car is having internet and it is good looking thus States the car that it is one of the best cars of 2019. If MG will give this type of car in the future then surely the company will touch the sky and for this company, sky is also not the limit.","Aug 23, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/awesome-good-80586.htm
202,MG Hector gives a good pick up. Looks are awesome. The best part is its sunroof and available at an affordable price 20Lakh. The competition is the Creta and the compass but it has an edge on it I think that the interior could have a more luxurious feel but if you are looking for a good package SUV + MUV you have my blessings go for it.,"Aug 22, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/good-car-80458.htm
203,"MG Hector is the best car I ever saw, best in feautures and best in driving expirience. The car is made in such a way that the person would buy it after driving it. Everyone has a dream for this fantastic car.","Aug 22, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-car-80362.htm
204,MG Hector is the best SUV in India. It has many good features. It gives the best driving experience. Very comfortable car.,"Aug 23, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/best-features-80560.htm
205,MG Hector has good looks but I prefer MG ZS EV is my choice spacious cabin bigger than Creta and Kia seltos and in EV its better than Tata upcoming ev to buy.,"Aug 23, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/good-looks-80587.htm
206,I think  MG Hector need more time to set in India and Kia Seltos is best in comparison with it.,"Aug 22, 2019",1,NA,https://www.cardekho.com/user-review/mg-hector/bad-quality-80452.htm
207,MG Hector is such a brilliant car because it has internet inside and gives premium quality. This car is very powerful. I like this car a lot.,"Aug 22, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-best-car-ever-80366.htm
208,  MG Hector is a powerful car with best features. It has a powerful engine which gives the best experience.,"Aug 22, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-experience-80364.htm
209,"  MG Hector is having poor quality interiors, bad ride quality such as body roll. Engine lacks a punch comparing the size of the car feels very underpowered, exteriors are good and eye-catchy","Aug 22, 2019",1,NA,https://www.cardekho.com/user-review/mg-hector/poor-quality-interiors-80209.htm
210,MG Hector is the best SUV in the segment with fully loaded and excellent features. It gives smooth and comfortable driving. Go for it!,"Aug 21, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-suv-80188.htm
211,"MG Hector is a great car. I took the test drive and its a mind-blowing car and one of the most impressive feature in this car is voice command with 10.4"" infotainment system.    ","Aug 22, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-next-generation-car-80322.htm
212,"MG Hector, I just love this car as car design, interiors and exteriors are great. The best thing is voice control.","Aug 21, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-car-80130.htm
213,This is an amazing machine. Full of power. In short its a beast. It is very comfortable and the petrol variant is so quiet from inside.,"Aug 22, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/beast-on-indian-roads-80323.htm
214,"It is really spacious, amazing handling on roads, good looks & affordable when compared to similar size vehicle. KIA Seltos is similar but there is no competition of Hector. Price for this is really competitive.","Aug 22, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/amazing-car-mg-hector-80239.htm
215,"Too good vehicle. The opposing market is perplexed and dumb, about what to comment. The quality, the material, the engine, the sunroof, the rear seat comfort is flawless. An affordable luxury.","Aug 22, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/gravitating-hector-80233.htm
216,  MG Hector is an awesome car as it is India's first internet car. Car is having a large boot space and available at a different price range.,"Aug 21, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/love-this-car-80147.htm
217,  MG Hector is a beautiful and comfortable car with same engine as of Jeep Compass and Harrier. Really happy with this car.,"Aug 21, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/beautiful-car-80069.htm
218,"MG Hector is a revolution in motor industry to come with this many features in this price like solid body, Fiat engine n excellent comfort drive.","Aug 21, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/excellent-vehicle-80061.htm
219,"My experience is amazing with MG Hector. The car is very spacious from inside, the cabin and the build quality is also strong. There are many first-in-segment and best-in-segment features like Bose speakers, Voice Control, Panoramic Sunroof, 10.4 Inch Touchscreen, Inbuilt Navigation and much more. I would strongly recommend this car to people who are willing to buy cars in 15- 20 lakh rupees range.","Aug 19, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/my-experience-with-mg-hector-79642.htm
220,MG Hector's handling is not excellent and the steering feels a little disconnected form the road. The rest of the car has really good features like the connected asssitant and internet. The huge infotainment system really catches the attention. The seats are really comfortable. It is really spacious. The boot is big. But the engine is little underpowered.,"Aug 19, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/good-but-not-excellent-79593.htm
221,"MG Hector gives good power and torque with modern features like wide touchscreen with the internet. Car is very spacious, comfortable to drive even in city traffic.","Aug 20, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-car-with-modern-features-79951.htm
